district,nitrogen,phosphorus,potassium,temperature,ph,rainfall,label,yield,area,season,humidity,irrigation_type,soil_type,year_actual
8,156.17,67.91,84.09,27.94,6.51,1229.2,SUGARCANE,1.181362,34166.34,3,72.88,1,0,2022
33,82.69,49.67,49.25,28.45,7.42,364.28,JOWAR,0.039534,27165.46,2,46.13,0,0,2021
19,26.87,77.99,41.5,22.77,6.02,866.21,SOYABEAN,0.032581,19042.31,2,53.87,0,3,2013
34,132.22,70.0,70.99,23.39,5.8,1602.41,TURMERIC,0.126542,17743.15,3,85.84,1,1,2020
6,139.71,59.58,65.76,30.31,7.01,1188.31,COTTON,0.162786,42058.57,3,51.54,1,0,2010
33,117.49,72.87,89.47,23.91,6.18,565.97,GRAPES,0.031974,44307.45,3,44.29,2,3,2019
18,132.75,68.09,53.45,20.74,7.2,431.29,MAIZE,0.0281,10537.61,2,73.31,2,1,2022
10,118.07,67.44,55.39,18.0,6.72,747.08,MAIZE,0.035792,40759.39,3,73.6,1,1,2018
2,94.67,51.54,40.17,29.78,7.24,277.85,BAJRA,0.022012,24119.07,2,42.42,0,0,2016
16,129.99,69.65,65.55,21.03,5.54,1866.13,TURMERIC,0.084415,21618.62,1,62.5,2,0,2022
21,25.07,64.04,49.09,22.91,6.92,601.39,SOYABEAN,0.01,106.49,2,72.53,0,3,2023
27,118.83,55.66,74.02,26.8,7.23,483.07,GRAPES,0.015805,15833.72,3,37.27,3,2,2023
15,32.65,63.77,53.62,29.09,6.87,573.64,SOYABEAN,0.030745,28314.22,4,46.97,1,3,2013
34,109.83,63.1,82.83,20.37,6.24,471.3,POTATO,0.103477,34764.41,2,57.23,3,0,2011
34,108.37,66.36,42.04,11.2,6.94,350.41,WHEAT,0.015328,49475.35,2,59.95,3,0,2011
3,109.03,62.02,87.54,16.51,6.56,481.38,GRAPES,0.023027,3172.18,1,70.23,2,4,2019
14,120.22,55.13,62.28,29.09,6.19,416.76,MAIZE,0.024276,46145.07,1,56.75,2,2,2021
22,121.85,55.01,53.31,17.05,6.78,878.92,WHEAT,0.082999,6206.7,1,45.19,0,1,2021
35,102.27,64.62,62.27,18.95,7.38,549.16,ONION,0.256609,19359.7,3,54.22,3,0,2013
18,31.23,54.11,56.8,27.4,6.06,973.99,GROUNDNUT,0.019344,11793.51,3,51.31,0,2,2017
21,38.24,42.43,41.88,33.57,7.14,571.13,BLACKGRAM,0.098424,30141.37,1,53.97,1,3,2019
34,20.64,50.67,50.24,32.38,6.47,522.4,GROUNDNUT,0.01,49666.76,3,56.33,0,4,2014
14,25.36,32.85,23.25,36.18,6.72,536.44,MOTHBEANS,0.01,8694.99,1,51.8,0,0,2023
25,26.73,60.29,60.83,25.13,6.12,519.8,GROUNDNUT,0.014213,36107.39,2,61.6,0,3,2014
9,94.08,61.82,80.75,29.4,6.76,516.34,GRAPES,0.02534,3240.76,1,48.6,4,2,2011
28,31.3,58.61,51.5,23.74,6.83,755.68,GROUNDNUT,0.01,25537.45,3,73.09,0,4,2022
27,102.62,61.55,48.72,26.14,6.06,884.21,MAIZE,0.070293,38108.83,4,61.31,1,1,2020
32,24.46,54.56,32.45,21.99,7.65,720.58,LENTIL,0.110002,39060.63,2,59.79,2,4,2017
30,31.78,57.31,45.13,24.76,6.53,1101.76,GROUNDNUT,0.022454,35133.63,3,64.21,0,3,2014
26,114.74,72.39,77.21,27.56,6.07,315.27,GRAPES,0.020489,10828.17,2,62.63,2,3,2018
35,132.7,67.48,46.37,23.01,6.74,1021.98,MAIZE,0.056659,43556.87,4,68.47,2,1,2010
13,15.05,45.12,38.9,26.13,6.83,579.22,MOTHBEANS,0.01,12112.73,4,39.69,0,0,2019
9,114.92,74.92,81.86,15.16,5.59,620.49,POTATO,0.01,25021.68,2,76.44,0,3,2011
23,21.32,79.91,49.53,31.39,6.27,820.38,SOYABEAN,0.01,5448.98,1,72.67,1,3,2018
3,122.88,56.56,57.01,30.91,6.73,1555.54,RICE,0.087112,39310.33,1,64.8,3,2,2014
33,92.95,47.54,47.38,25.67,6.76,418.15,BAJRA,0.01,14007.81,2,52.37,0,0,2011
7,88.29,52.95,53.84,35.24,6.17,282.23,BAJRA,0.020166,24093.77,2,48.11,0,0,2020
28,31.84,51.21,59.9,32.71,7.04,423.27,BLACKGRAM,0.040064,6478.16,3,56.6,0,2,2015
2,102.59,65.71,57.52,20.4,5.84,525.16,MAIZE,0.01,21673.99,2,57.1,1,1,2017
1,20.73,74.5,59.88,20.97,6.55,777.18,SOYABEAN,0.019658,36199.23,2,47.8,1,2,2014
33,145.69,73.35,71.25,31.22,6.81,1059.61,BANANA,0.032008,28361.56,2,77.85,4,1,2017
18,131.26,64.7,78.54,26.34,5.84,1886.77,TURMERIC,0.36161,40327.62,2,88.01,4,0,2018
30,149.0,77.95,62.97,22.13,5.67,1365.69,TURMERIC,0.08134,20756.08,1,65.1,1,1,2021
20,93.18,50.45,66.58,20.43,6.23,534.16,ONION,0.147595,4418.91,2,68.46,1,1,2022
24,80.96,68.45,55.77,26.8,6.84,894.78,ONION,0.328259,10211.6,4,40.23,1,0,2019
34,103.23,64.04,63.64,22.9,7.77,1116.55,COTTON,0.087929,48616.62,1,50.08,4,0,2018
14,20.71,67.0,53.15,28.05,6.64,780.75,SOYABEAN,0.031178,38810.16,1,59.69,0,2,2012
23,99.06,50.29,61.63,25.98,6.06,797.56,ONION,0.142564,27243.16,2,49.13,1,1,2011
28,24.38,76.63,52.7,20.92,6.52,1009.04,SOYABEAN,0.01,40603.99,4,72.88,0,3,2021
17,101.68,65.26,49.38,24.09,6.38,539.46,WHEAT,0.01,13132.86,3,55.22,0,1,2010
27,32.28,63.08,45.92,30.79,6.0,534.24,SOYABEAN,0.021033,39626.64,4,46.0,0,2,2022
34,116.83,59.32,63.05,25.67,6.99,959.61,MAIZE,0.0809,28191.8,2,51.16,3,0,2016
27,133.97,68.48,68.83,28.46,6.41,1058.45,BANANA,0.492389,7539.49,3,69.41,3,0,2022
11,18.41,49.58,33.91,25.4,7.64,539.13,MOTHBEANS,0.01,34626.29,1,46.6,0,0,2018
27,91.69,62.62,74.98,31.43,6.4,556.56,GRAPES,0.028295,7041.52,1,61.38,4,4,2020
20,25.88,47.95,42.82,20.05,6.34,640.67,LENTIL,0.046403,44042.66,3,66.69,0,4,2018
7,148.51,72.44,69.13,24.49,6.81,1683.06,BANANA,0.758976,17597.83,1,65.65,4,0,2016
28,17.49,31.73,30.37,29.25,7.35,642.35,MOTHBEANS,0.020448,12241.44,4,42.02,0,0,2015
6,138.7,63.16,47.77,31.78,5.91,647.96,MAIZE,0.01,16200.61,4,45.13,2,1,2012
18,108.19,55.61,44.51,13.69,6.55,327.64,WHEAT,0.01,21995.74,3,47.57,0,0,2011
3,33.91,41.3,37.46,27.57,7.43,434.93,LENTIL,0.029033,37902.53,1,47.37,0,4,2021
20,118.01,69.49,58.37,26.12,6.37,872.23,MAIZE,0.116878,29640.24,4,70.24,3,1,2018
26,107.33,41.38,45.47,28.14,7.81,435.61,JOWAR,0.015147,35187.53,1,52.63,0,0,2011
6,108.88,52.19,52.56,34.67,6.63,763.59,JOWAR,0.01,10273.81,1,61.44,0,0,2018
5,33.58,58.73,48.95,30.54,7.08,415.84,BLACKGRAM,0.056424,3112.92,1,69.34,0,2,2015
20,112.44,58.21,63.5,19.83,6.61,462.66,MAIZE,0.049166,37234.67,3,55.52,1,3,2017
25,84.1,50.29,48.4,29.99,6.21,485.87,BAJRA,0.021961,14621.07,3,53.13,0,0,2010
4,123.48,72.61,71.35,25.73,6.2,1854.21,TURMERIC,0.395261,29663.48,1,70.48,3,2,2018
21,130.66,74.81,71.79,34.1,7.29,1573.54,SUGARCANE,0.262686,24241.8,3,68.79,2,2,2019
19,118.37,72.64,92.29,19.97,6.35,416.43,POTATO,0.163889,9364.36,2,53.99,4,0,2019
10,108.91,68.73,68.24,21.62,6.57,444.93,ONION,0.138627,19717.21,4,48.31,2,1,2015
35,140.04,75.08,79.79,25.94,6.92,1729.38,BANANA,0.458457,40677.67,4,82.42,4,0,2017
10,138.66,69.98,65.18,29.7,7.74,1178.16,COTTON,0.119001,14872.22,4,58.51,2,1,2020
10,106.99,67.8,56.68,23.38,6.29,1242.07,RICE,0.022008,11193.01,2,64.88,2,1,2011
33,147.58,83.21,66.12,28.38,6.22,1540.13,BANANA,0.959732,1991.5,2,84.15,3,1,2011
14,27.48,68.2,49.61,28.12,6.71,947.65,GROUNDNUT,0.05285,3275.0,4,74.33,0,4,2019
21,116.92,55.73,53.55,23.65,6.88,1856.5,RICE,0.053259,19276.06,1,85.73,2,2,2015
17,94.94,42.78,47.0,27.0,6.61,763.37,JOWAR,0.042865,7354.81,1,33.26,0,0,2023
24,131.7,51.01,55.31,31.0,6.13,1582.19,RICE,0.080251,28376.59,2,86.85,2,1,2015
32,134.71,51.07,58.71,31.12,6.63,919.12,RICE,0.066577,2124.75,4,74.02,3,2,2011
6,122.14,60.0,54.9,20.47,6.17,613.2,COTTON,0.01,48456.89,2,46.18,1,0,2011
16,147.57,77.22,67.83,29.71,7.35,1638.99,BANANA,0.533911,45846.96,2,93.66,3,0,2023
29,130.83,76.66,88.07,28.58,7.09,1987.03,SUGARCANE,1.97715,23494.42,1,70.5,4,1,2017
17,20.46,43.81,48.98,25.47,6.8,455.03,GRAM,0.01,32077.86,2,40.04,1,4,2015
19,134.83,53.89,55.74,30.26,6.35,722.11,COTTON,0.044424,3570.42,1,68.39,1,0,2017
28,103.13,60.44,44.49,10.89,6.43,750.71,WHEAT,0.039413,44176.8,4,45.2,2,0,2019
7,130.94,81.83,79.11,28.99,6.72,1182.49,BANANA,0.681446,29970.04,4,71.23,4,1,2014
35,102.01,62.87,51.1,19.46,7.2,346.54,WHEAT,0.021808,34719.29,2,35.3,1,0,2012
34,132.76,76.56,65.95,24.58,5.6,1484.28,TURMERIC,0.240083,17022.47,4,70.83,3,1,2022
5,26.39,69.2,40.7,27.15,6.87,521.1,SOYABEAN,0.010868,18017.3,2,69.37,0,2,2012
16,127.87,69.51,55.26,28.15,6.48,1312.32,RICE,0.104533,19683.7,2,77.59,3,4,2010
13,86.79,50.79,44.3,36.36,6.66,565.04,BAJRA,0.022455,17876.87,3,45.05,0,0,2012
2,133.74,67.28,52.19,26.94,5.93,669.62,MAIZE,0.05658,41466.34,1,47.78,2,1,2021
20,85.73,52.04,54.96,36.52,7.11,545.2,BAJRA,0.014482,44878.56,1,35.9,0,0,2017
25,28.12,45.24,39.0,16.08,6.02,395.95,GRAM,0.012101,31766.89,3,37.22,0,3,2023
3,105.8,41.81,53.65,32.63,6.98,532.24,JOWAR,0.033462,40912.6,4,55.42,0,1,2010
9,96.55,55.27,70.15,21.52,6.8,813.28,GRAPES,0.034095,14245.51,2,60.58,4,3,2018
2,150.38,73.62,88.08,29.43,6.22,1992.2,SUGARCANE,1.192977,43501.56,4,75.11,1,1,2021
17,25.67,45.84,39.05,38.42,6.71,454.83,MOTHBEANS,0.036403,6446.71,4,60.22,0,0,2012
28,144.72,68.88,74.28,22.8,5.92,1444.56,TURMERIC,0.197657,44049.36,4,67.01,2,2,2016
27,138.68,60.73,50.64,31.58,6.68,512.14,COTTON,0.023598,15535.07,3,69.05,1,0,2020
33,150.77,76.97,71.01,29.81,6.6,1870.36,BANANA,0.951222,47345.79,2,68.04,4,0,2017
7,34.99,40.36,33.35,20.16,6.28,637.01,LENTIL,0.047782,33246.73,1,47.2,1,3,2011
9,26.86,53.87,30.72,22.76,6.51,410.27,LENTIL,0.07457,12621.02,1,52.36,2,3,2011
16,24.95,53.34,53.19,31.46,6.5,676.66,GROUNDNUT,0.031957,8059.72,4,59.64,0,3,2021
2,112.88,63.58,50.35,22.28,7.08,574.77,WHEAT,0.029213,49245.58,1,62.46,0,2,2010
1,123.57,61.23,63.88,24.0,6.34,662.61,COTTON,0.071108,5323.2,1,59.37,0,0,2014
29,138.34,66.44,49.46,26.77,6.98,1029.6,RICE,0.01,45806.62,3,71.98,4,2,2022
30,143.34,78.85,83.08,28.91,7.35,1550.56,SUGARCANE,1.217047,47401.83,1,89.1,4,0,2012
16,134.0,74.09,63.56,29.72,7.01,1953.65,BANANA,0.869581,32290.99,2,62.48,3,0,2021
8,27.26,58.21,45.98,24.73,6.91,752.69,GROUNDNUT,0.011827,49609.42,4,46.95,0,4,2023
10,84.9,52.45,44.87,33.79,6.92,323.69,JOWAR,0.01,34155.57,4,60.57,0,1,2013
26,25.35,53.52,38.83,15.96,6.02,568.22,LENTIL,0.053495,24064.36,2,65.72,0,4,2013
3,134.41,57.32,63.13,19.03,6.92,1169.39,MAIZE,0.041436,32492.17,4,76.25,1,0,2021
9,80.28,49.74,50.03,28.68,7.22,285.6,BAJRA,0.02608,46644.37,2,42.01,0,0,2013
7,139.02,72.45,65.57,29.36,7.28,945.04,BANANA,0.292676,26176.39,1,78.1,4,0,2020
4,84.23,54.93,54.72,37.08,6.79,571.27,BAJRA,0.033135,40240.26,2,40.26,0,0,2020
5,33.33,68.9,50.47,29.63,6.09,702.02,GROUNDNUT,0.019035,41919.23,1,57.64,0,2,2016
20,148.05,68.87,60.91,23.62,6.82,1775.06,TURMERIC,0.259779,14665.45,4,62.26,3,2,2011
1,158.75,66.92,76.04,29.31,7.44,1499.15,BANANA,0.640271,4685.2,4,94.1,3,0,2023
12,120.7,76.86,75.11,25.27,6.8,1632.73,TURMERIC,0.177515,12159.42,1,68.81,2,1,2021
5,29.62,42.61,50.04,25.83,7.44,742.55,BLACKGRAM,0.055752,45736.15,1,59.17,0,4,2013
13,30.78,49.94,47.29,19.7,7.4,360.91,GRAM,0.03814,43368.28,2,55.78,0,2,2012
17,21.47,50.22,41.32,25.78,6.19,570.21,GRAM,0.01,25125.52,2,52.46,0,2,2018
8,37.78,58.76,49.23,15.88,7.37,677.74,LENTIL,0.01,6503.6,1,60.61,0,2,2011
24,94.33,41.08,41.07,33.84,6.13,404.89,BAJRA,0.031682,47829.42,1,31.25,0,0,2023
22,39.5,56.61,54.93,26.98,6.43,1017.89,GROUNDNUT,0.043527,14555.23,4,58.42,1,4,2018
24,110.52,67.42,48.11,19.37,6.81,863.85,WHEAT,0.078932,33050.28,2,51.88,0,0,2014
27,81.22,58.1,79.72,15.74,6.74,326.67,GRAPES,0.01,47189.86,1,50.49,4,4,2011
14,31.84,54.83,36.07,24.21,6.01,705.81,LENTIL,0.027973,19685.79,1,60.94,1,4,2013
15,119.96,74.26,99.13,15.46,6.14,866.14,POTATO,0.076279,47128.69,4,70.54,0,0,2016
24,86.44,48.4,52.87,27.55,6.06,454.13,BAJRA,0.021633,21826.28,1,36.35,1,0,2023
10,118.17,61.52,58.42,20.43,5.8,651.47,MAIZE,0.02941,45431.71,3,73.65,2,1,2014
25,102.84,62.37,71.2,19.16,6.76,846.34,GRAPES,0.036925,23581.17,3,47.64,4,4,2013
22,159.54,83.97,73.73,24.12,6.52,1644.58,BANANA,0.501401,7440.72,4,78.13,3,1,2015
22,122.26,64.26,50.27,24.66,6.41,411.03,WHEAT,0.01,41545.28,2,36.79,1,0,2013
18,159.52,74.81,60.26,24.81,7.11,1200.88,BANANA,0.260976,6467.05,2,62.15,2,1,2014
4,23.03,41.56,36.3,15.29,7.61,510.52,GRAM,0.01,4360.96,4,60.46,1,3,2022
18,131.78,51.13,40.19,22.65,5.65,1392.07,RICE,0.01,47132.86,2,78.61,3,1,2011
15,154.15,78.55,82.91,22.99,6.41,1882.38,SUGARCANE,0.457339,46617.9,3,57.86,3,2,2019
22,33.06,58.46,62.08,24.54,6.69,1154.21,GROUNDNUT,0.01,17436.02,3,55.01,0,2,2015
32,30.8,61.16,50.7,21.54,6.38,1002.19,SOYABEAN,0.027135,10055.31,2,60.44,0,3,2022
2,142.9,79.39,89.6,22.73,6.25,1747.21,SUGARCANE,0.115149,6118.41,1,73.27,2,2,2017
19,131.85,67.86,51.54,28.43,7.12,457.15,COTTON,0.110333,15120.38,4,70.06,0,0,2022
34,121.72,70.36,66.92,23.94,6.08,1668.38,TURMERIC,0.243541,15743.31,3,75.5,1,1,2019
22,82.5,50.28,46.45,35.35,6.18,446.66,BAJRA,0.011612,16363.68,2,44.45,0,1,2022
1,133.43,70.15,84.57,30.97,6.13,1998.31,SUGARCANE,0.815466,26511.83,4,79.9,4,1,2012
15,97.08,48.57,46.83,30.21,6.41,567.54,BAJRA,0.067924,22541.39,3,35.77,0,0,2014
18,38.5,46.85,47.98,29.46,7.36,546.01,BLACKGRAM,0.117974,7996.95,2,60.19,0,2,2018
26,130.0,60.85,60.27,27.82,5.52,1982.62,TURMERIC,0.073479,7888.46,3,87.63,2,1,2012
32,34.16,62.17,55.29,30.49,6.47,995.5,GROUNDNUT,0.03541,16827.22,4,45.06,0,4,2017
20,100.73,59.18,63.76,22.89,6.35,490.49,COTTON,0.030325,11815.28,4,49.98,1,0,2022
24,108.21,68.7,77.79,19.36,7.38,832.15,GRAPES,0.026681,1564.12,1,49.56,1,4,2013
33,98.74,42.47,43.5,33.48,6.0,371.55,BAJRA,0.01,40053.13,4,51.81,0,1,2021
24,30.09,40.15,46.7,30.9,6.95,632.74,BLACKGRAM,0.130157,44173.15,1,76.02,0,3,2021
9,34.63,42.18,38.75,23.78,7.47,638.53,GRAM,0.01,5700.97,3,45.31,1,4,2014
6,142.55,80.67,67.96,31.59,6.68,1325.79,BANANA,0.592239,9743.55,4,89.82,4,0,2011
3,21.82,37.71,36.51,37.44,7.74,476.58,MOTHBEANS,0.01,19538.63,1,59.26,0,1,2016
20,19.51,48.05,35.72,36.9,7.15,513.32,MOTHBEANS,0.014992,43811.55,4,57.24,0,0,2016
8,106.58,65.7,62.24,32.74,6.39,861.49,COTTON,0.04815,6950.09,2,44.5,1,0,2022
3,101.07,52.81,54.38,33.82,7.15,470.96,JOWAR,0.01,28122.63,1,61.9,0,0,2020
25,137.2,58.16,69.07,30.23,6.76,482.7,COTTON,0.126913,17214.56,2,52.97,1,0,2013
11,143.79,73.79,79.67,28.42,5.7,1369.04,TURMERIC,0.060679,44930.21,4,76.42,3,3,2019
9,94.22,69.13,62.13,28.54,6.6,554.45,ONION,0.016357,39654.33,3,47.04,2,0,2013
4,101.62,61.23,73.2,20.46,6.72,436.14,ONION,0.135664,14098.4,2,72.17,3,1,2019
1,37.85,57.77,44.04,30.58,6.02,632.88,BLACKGRAM,0.053791,34874.5,3,73.4,0,2,2012
30,130.9,64.91,63.09,31.52,7.18,448.56,MAIZE,0.01,34032.74,1,64.59,0,0,2023
6,103.48,49.66,44.89,30.64,6.71,508.57,JOWAR,0.041699,36007.99,3,37.34,1,0,2019
30,28.09,51.86,64.04,24.31,6.26,658.58,GROUNDNUT,0.01,43574.4,1,49.67,0,4,2015
12,23.36,32.09,31.7,36.78,7.42,721.36,MOTHBEANS,0.027905,32597.83,2,47.55,0,0,2018
17,100.09,58.28,53.84,19.01,6.76,301.06,WHEAT,0.019885,43432.87,1,62.48,1,0,2023
23,114.99,62.44,59.92,22.16,5.64,1563.01,RICE,0.01,6884.38,3,63.78,2,0,2022
32,108.24,58.34,44.99,10.93,6.43,586.59,WHEAT,0.02137,38907.35,3,48.63,0,0,2011
24,90.0,68.29,80.39,19.72,7.37,428.61,GRAPES,0.01,3749.58,4,43.23,4,3,2016
12,158.14,65.03,68.87,24.57,6.39,1920.13,BANANA,0.600009,13975.29,4,81.35,3,1,2019
25,128.82,69.03,59.99,27.72,6.39,911.82,MAIZE,0.036816,11934.15,3,66.69,2,1,2017
3,98.97,49.62,53.15,32.69,6.08,255.16,BAJRA,0.019378,17913.49,2,39.44,2,2,2011
8,112.23,55.05,52.07,28.53,6.82,1155.95,MAIZE,0.067455,36681.3,4,61.48,2,1,2011
6,28.1,47.82,33.54,21.82,7.46,658.79,GRAM,0.037676,1903.01,3,52.72,1,4,2020
11,156.46,78.58,76.66,23.27,6.73,1317.77,SUGARCANE,0.280594,35402.92,4,69.73,1,2,2015
31,148.99,67.59,65.24,27.42,5.81,1750.88,TURMERIC,0.198066,48515.27,1,79.28,3,0,2015
10,102.0,70.5,83.32,16.93,5.89,538.66,POTATO,0.143399,13144.08,1,76.56,1,1,2020
2,94.04,63.35,69.98,25.85,6.55,788.24,ONION,0.239697,20070.19,2,58.55,2,1,2015
27,96.47,42.97,48.2,29.29,6.96,744.3,JOWAR,0.085905,8972.14,2,50.42,0,0,2017
35,94.86,67.0,72.83,23.84,6.04,339.94,ONION,0.219918,14975.48,4,74.04,2,0,2010
34,114.28,55.97,72.57,26.1,6.81,538.13,GRAPES,0.042713,17959.47,3,62.05,2,3,2013
18,96.88,59.47,83.46,15.02,7.03,375.96,GRAPES,0.01,47858.69,2,41.79,3,3,2017
23,29.39,43.04,46.28,18.34,7.94,842.33,LENTIL,0.027705,28924.89,4,49.82,1,4,2015
30,108.56,51.07,50.4,30.71,7.45,355.05,JOWAR,0.030448,9059.24,2,57.28,0,0,2017
29,149.13,71.98,61.07,26.73,6.74,1142.04,BANANA,0.890068,626.37,3,80.32,3,0,2012
13,25.83,67.91,63.3,22.84,6.75,1080.7,GROUNDNUT,0.01,1617.51,1,69.03,1,4,2023
8,85.44,44.96,48.07,23.23,6.01,493.72,JOWAR,0.025578,27062.31,3,36.68,0,0,2013
14,140.2,71.19,71.75,28.64,7.41,1576.2,BANANA,0.836438,14927.51,4,60.15,4,1,2018
25,36.99,55.61,44.71,26.55,6.07,697.49,BLACKGRAM,0.034203,43343.59,3,51.71,0,4,2019
5,20.82,60.94,57.5,28.28,6.32,776.91,SOYABEAN,0.030662,12475.83,1,70.05,0,2,2019
11,23.19,74.26,57.97,20.48,6.37,1079.02,SOYABEAN,0.014077,34851.06,4,59.2,0,2,2020
25,130.38,65.62,56.76,27.85,6.76,995.68,COTTON,0.210198,27218.76,4,45.73,2,0,2023
7,100.22,58.61,54.91,23.78,6.66,1506.97,RICE,0.050164,11841.81,2,79.45,2,2,2019
3,21.16,39.45,36.64,31.31,6.71,359.02,MOTHBEANS,0.037154,33093.25,2,64.35,0,0,2016
24,99.58,42.45,43.84,22.1,7.32,585.63,JOWAR,0.01138,48007.34,2,52.85,0,0,2013
27,102.91,75.11,85.76,22.99,5.91,877.08,POTATO,0.203985,1955.47,2,70.9,3,0,2016
16,31.52,49.43,42.05,26.98,6.61,315.88,GRAM,0.01,21865.89,3,56.98,2,3,2022
32,30.01,47.56,40.61,21.43,7.08,395.24,GRAM,0.034268,27364.23,2,38.0,0,3,2021
23,30.13,74.11,44.87,24.19,7.0,674.77,SOYABEAN,0.02111,10151.21,3,66.04,0,2,2023
12,132.59,65.77,51.34,34.43,6.56,1426.98,RICE,0.01,11897.43,1,61.78,2,2,2014
4,24.61,42.52,21.14,39.24,7.22,667.2,MOTHBEANS,0.01,18185.83,4,38.85,0,0,2017
5,121.34,53.69,50.68,25.17,6.19,1579.21,RICE,0.079214,14373.49,2,77.16,2,0,2021
10,122.29,58.35,46.13,17.08,6.39,503.62,WHEAT,0.046796,31392.1,3,44.02,2,1,2019
34,83.7,49.4,42.61,30.8,6.91,372.55,BAJRA,0.027299,16584.85,3,39.26,0,0,2022
24,149.3,82.9,66.47,28.78,6.93,1853.85,BANANA,1.202408,8371.17,2,83.96,2,2,2013
21,37.72,55.56,47.99,31.11,6.42,541.9,GROUNDNUT,0.01,27368.8,1,50.54,0,3,2011
21,32.34,54.62,41.53,22.32,6.3,552.79,GRAM,0.01,16298.27,4,59.9,1,3,2017
20,82.71,71.47,78.79,19.3,6.39,399.91,GRAPES,0.019042,33276.48,1,41.97,4,4,2010
18,151.68,75.35,77.21,28.9,6.15,1736.09,SUGARCANE,1.201616,32699.64,4,84.28,3,0,2013
1,127.14,71.01,64.61,28.93,6.79,1575.05,TURMERIC,0.121967,26049.24,3,88.7,3,4,2019
8,127.96,61.85,47.74,34.57,6.33,1631.53,RICE,0.038247,32540.57,1,73.67,4,0,2018
25,152.1,66.59,84.45,31.27,7.4,1627.27,SUGARCANE,0.509856,32953.33,4,55.77,3,2,2011
7,116.23,74.69,73.18,27.93,6.29,341.85,GRAPES,0.01,43731.91,2,53.8,4,3,2012
33,104.21,60.29,40.73,18.44,6.31,548.57,WHEAT,0.024589,8877.88,2,43.82,0,0,2019
18,36.88,43.34,48.68,26.66,7.03,899.32,LENTIL,0.080942,17059.37,2,40.71,0,4,2014
21,104.56,57.4,59.09,25.94,6.77,540.22,COTTON,0.120306,35490.76,3,72.39,1,0,2012
2,15.63,42.48,33.97,26.16,7.29,332.32,MOTHBEANS,0.022459,44573.86,3,30.39,0,0,2023
20,153.08,66.4,62.07,25.22,7.36,1031.36,BANANA,0.230282,31794.74,3,90.32,4,0,2019
28,134.71,60.08,63.8,27.41,6.48,759.02,COTTON,0.137552,13422.78,2,62.59,2,0,2010
7,100.88,58.13,47.3,32.05,6.29,1318.99,RICE,0.030412,45363.9,1,64.09,4,0,2016
32,106.9,57.02,53.36,15.85,6.79,500.2,WHEAT,0.046859,3938.82,1,42.84,0,0,2013
31,130.25,69.79,51.87,29.97,5.55,831.35,RICE,0.057193,34006.09,3,88.62,4,2,2017
10,88.87,69.2,87.28,19.3,6.16,429.59,GRAPES,0.01,32512.66,3,41.71,2,4,2011
15,89.45,64.3,76.94,18.7,6.04,368.53,GRAPES,0.01,13004.72,1,46.65,4,2,2013
30,31.3,48.34,44.0,15.51,6.32,641.86,LENTIL,0.01,44685.49,4,67.61,2,3,2020
9,37.06,62.69,54.88,33.41,6.53,484.07,GROUNDNUT,0.013338,44654.17,4,46.15,2,2,2021
28,35.74,51.32,60.75,22.47,6.9,975.55,GROUNDNUT,0.01779,17097.13,1,50.45,0,4,2014
8,26.45,46.47,40.06,18.66,6.56,766.5,LENTIL,0.109293,22985.27,3,46.53,0,2,2023
26,37.69,61.4,58.42,20.51,6.75,769.98,SOYABEAN,0.01,5726.55,4,70.26,0,3,2016
35,153.13,75.42,77.94,26.67,6.18,1825.92,SUGARCANE,0.797538,11043.2,2,57.36,3,2,2014
3,113.04,50.72,42.47,32.27,6.5,1106.03,RICE,0.080859,12071.72,1,65.38,1,0,2020
34,39.12,58.42,55.91,34.6,6.57,836.86,GROUNDNUT,0.01,29729.19,1,46.59,1,3,2016
6,36.11,79.25,50.19,31.35,6.83,1085.6,SOYABEAN,0.026649,39344.46,3,51.56,0,4,2023
22,24.21,52.32,49.63,24.54,6.09,422.21,LENTIL,0.029721,19416.01,3,52.6,1,4,2012
6,123.51,70.06,61.27,20.57,5.82,1479.4,TURMERIC,0.041363,753.9,2,60.31,2,2,2022
24,17.95,41.32,38.42,29.63,6.61,426.48,MOTHBEANS,0.01,3500.74,4,56.89,1,0,2020
2,20.72,41.79,39.81,22.73,7.17,568.51,GRAM,0.029865,47770.94,2,53.55,1,4,2019
21,102.8,40.42,50.06,29.36,7.64,524.8,JOWAR,0.044344,18682.99,4,55.04,0,0,2016
4,143.78,62.81,67.36,24.0,6.13,1863.5,TURMERIC,0.428663,8452.22,4,86.78,1,0,2016
26,118.82,61.63,81.43,16.56,6.33,879.3,POTATO,0.119493,29005.46,1,69.14,2,1,2022
20,25.62,38.34,21.39,31.45,7.76,627.02,MOTHBEANS,0.017469,45509.44,1,47.48,0,0,2015
23,158.13,74.53,83.28,23.62,7.28,1427.0,SUGARCANE,0.401945,7759.78,1,55.96,2,3,2010
16,34.87,48.07,44.32,24.9,6.94,403.15,GRAM,0.01,32979.94,2,37.27,1,3,2012
34,118.61,55.96,70.08,18.04,7.32,879.42,GRAPES,0.017475,11733.86,4,35.23,2,4,2020
15,84.53,45.76,46.75,32.05,6.89,231.05,BAJRA,0.01,21606.16,1,55.85,1,0,2019
20,128.69,63.24,61.95,22.2,6.07,729.94,MAIZE,0.035128,14595.52,2,64.7,3,0,2017
