N,P,K,temperature,humidity,ph,rainfall,label,yield
82.3,41.1,60.9,32.0,84.6,6.75,158.7,papaya,39.27
79.1,47.5,67.5,34.0,76.1,6.85,146.7,papaya,38.15
88.9,55.9,72.6,27.0,89.9,6.94,164.5,papaya,22.35
93.4,58.5,73.3,28.4,71.1,6.52,156.5,papaya,26.48
66.1,36.2,70.2,28.2,78.7,6.6,244.0,papaya,43.0
89.8,51.6,67.6,29.5,81.3,6.46,159.2,papaya,30.9
77.1,47.4,60.0,25.2,76.8,6.38,206.0,papaya,29.84
63.4,44.9,47.5,29.4,81.5,6.93,198.3,papaya,20.88
91.7,37.8,77.0,29.8,71.8,6.24,235.9,papaya,51.48
72.8,53.1,48.9,28.2,83.9,6.97,165.9,papaya,31.72
76.1,31.9,74.3,24.3,83.7,6.27,171.4,papaya,27.95
81.9,49.2,77.6,27.7,81.7,6.9,143.5,papaya,46.78
93.9,47.1,68.9,29.3,81.9,6.97,137.7,papaya,43.66
67.1,49.3,71.7,30.3,86.7,6.37,237.1,papaya,40.3
70.9,43.4,76.4,24.6,78.1,6.78,211.6,papaya,48.44
97.9,44.9,65.0,33.3,84.0,6.1,155.0,papaya,36.47
81.7,53.3,73.5,26.9,82.3,6.56,134.1,papaya,34.27
92.7,43.8,43.2,29.4,86.8,6.57,147.8,papaya,47.18
73.1,43.1,69.5,33.2,71.2,6.79,208.1,papaya,47.44
91.1,35.7,52.6,34.3,82.0,6.54,237.4,papaya,44.58
95.3,33.4,70.3,34.6,71.0,6.22,219.1,papaya,34.93
70.7,39.7,52.8,33.7,83.2,6.73,102.0,papaya,34.95
94.1,58.6,56.9,34.7,70.3,6.33,216.2,papaya,32.11
68.7,53.9,48.1,26.2,78.9,6.94,187.8,papaya,38.82
62.3,32.0,72.8,26.6,76.6,6.61,187.6,papaya,32.26
78.0,52.2,49.4,31.8,70.3,6.91,242.5,papaya,23.96
76.6,55.3,61.6,30.7,74.1,6.08,203.8,papaya,39.16
93.8,48.9,61.5,34.1,86.0,6.88,249.4,papaya,33.25
87.5,35.2,65.5,28.7,79.0,6.18,211.7,papaya,41.47
66.3,46.7,44.0,27.7,77.4,6.88,162.3,papaya,38.18
65.5,40.9,43.8,30.2,89.1,6.66,193.9,papaya,27.05
78.9,38.0,79.5,28.7,77.4,6.03,126.7,papaya,42.72
98.2,32.5,64.6,31.9,82.4,6.53,186.7,papaya,37.76
73.5,43.8,65.4,27.5,73.6,6.97,129.2,papaya,30.53
63.1,31.0,42.6,25.4,78.6,6.83,151.3,papaya,31.31
72.1,43.0,55.5,27.8,77.8,6.01,232.9,papaya,52.66
60.2,52.5,62.9,25.0,88.7,6.78,121.8,papaya,48.95
78.2,34.8,46.0,34.6,81.4,6.26,216.5,papaya,46.8
97.3,57.2,65.6,27.8,88.5,6.12,125.3,papaya,33.29
84.6,57.2,59.6,30.1,78.5,6.71,115.1,papaya,21.12
81.4,42.2,53.4,24.6,83.6,6.42,166.8,papaya,45.75
68.8,49.7,45.3,26.1,84.3,6.13,142.0,papaya,49.4
97.2,56.5,52.5,31.0,77.6,6.7,152.3,papaya,21.82
90.8,32.5,64.0,33.4,84.8,6.41,131.3,papaya,46.25
76.2,58.3,48.6,28.9,72.2,6.12,159.8,papaya,39.51
47.6,44.2,46.3,22.7,89.3,5.44,239.7,coconut,2.78
28.6,39.3,23.8,24.7,85.4,6.01,240.8,coconut,3.44
49.2,43.8,47.3,23.3,84.3,7.25,143.4,coconut,1.99
42.9,31.0,40.0,31.8,86.4,5.76,253.5,coconut,3.64
28.0,29.0,48.1,27.2,70.5,5.42,106.4,coconut,2.48
38.0,45.2,21.4,29.5,89.7,7.02,270.6,coconut,2.1
47.1,25.1,44.5,27.0,72.3,7.3,241.0,coconut,4.56
31.1,39.2,50.0,25.9,81.8,7.73,120.6,coconut,4.33
55.7,38.6,40.1,34.4,71.7,6.88,284.8,coconut,4.92
45.8,39.0,36.6,31.7,85.3,5.13,117.8,coconut,3.76
32.1,25.8,44.0,37.4,85.7,7.84,276.8,coconut,1.98
28.5,22.9,37.5,26.5,92.8,6.84,171.9,coconut,4.79
51.1,43.8,49.3,31.6,92.0,5.19,210.8,coconut,3.09
23.5,20.7,28.8,22.9,80.6,7.44,222.8,coconut,3.76
53.6,24.4,29.1,30.3,93.2,7.99,256.5,coconut,3.87
46.6,24.3,28.1,37.8,94.5,5.97,148.2,coconut,1.51
29.0,39.5,22.2,23.7,76.9,7.33,164.7,coconut,2.8
51.5,29.2,41.9,26.6,86.1,6.35,285.3,coconut,4.89
56.6,24.1,39.6,25.2,76.9,6.57,248.4,coconut,4.18
42.4,47.8,46.6,35.6,75.7,6.59,247.2,coconut,4.88
33.1,30.3,28.7,35.1,71.1,6.08,242.3,coconut,2.7
44.4,35.7,49.5,34.0,94.7,5.56,252.3,coconut,2.92
38.7,26.4,21.4,35.4,90.4,5.49,229.0,coconut,3.91
32.7,46.4,39.3,33.5,86.3,7.16,129.0,coconut,4.58
53.5,46.8,39.5,31.6,72.7,6.31,222.3,coconut,1.13
59.7,30.0,30.5,26.0,86.2,6.42,258.1,coconut,3.0
39.3,21.7,44.8,23.8,75.4,6.38,139.0,coconut,3.06
58.1,22.7,37.3,33.5,73.2,6.91,272.8,coconut,4.43
48.8,31.8,47.6,25.6,84.6,7.3,274.5,coconut,4.96
49.0,26.1,43.4,33.2,74.5,7.5,192.4,coconut,3.32
46.3,37.7,20.5,25.2,70.7,6.0,168.9,coconut,3.32
27.2,38.0,47.5,25.0,86.5,5.14,206.2,coconut,3.91
33.3,46.3,26.8,33.6,85.3,5.49,248.3,coconut,3.57
58.0,34.8,42.4,25.5,73.4,7.22,234.8,coconut,1.68
40.2,30.5,43.6,31.9,82.7,7.32,209.0,coconut,4.86
34.3,33.9,48.7,36.3,74.8,5.82,172.9,coconut,4.28
52.1,28.3,46.6,22.5,80.6,6.13,207.0,coconut,3.66
28.2,44.1,22.3,29.9,74.8,5.96,155.5,coconut,3.79
32.0,44.9,22.6,34.3,76.2,7.75,101.1,coconut,2.8
43.1,44.5,23.4,28.6,91.6,7.67,199.7,coconut,3.2
51.2,46.6,45.3,28.6,86.2,6.45,123.6,coconut,3.87
22.3,40.3,28.5,23.1,85.2,7.2,203.5,coconut,0.89
20.3,47.8,28.0,35.9,70.3,5.29,190.3,coconut,3.88
40.8,30.7,21.3,31.3,79.5,7.73,196.0,coconut,4.45
23.9,33.2,46.8,28.8,84.1,7.62,146.5,coconut,4.55
43.7,29.8,35.8,22.8,71.6,6.24,167.0,coconut,3.57
26.7,26.3,33.2,25.9,73.4,6.79,248.8,coconut,3.66
54.2,38.4,38.4,25.4,76.1,6.42,147.6,coconut,3.95
26.1,24.5,23.8,29.0,70.1,6.63,159.7,coconut,3.06
54.8,37.3,32.5,33.2,93.1,6.47,119.9,coconut,4.08
50.6,22.5,23.2,34.5,87.2,6.69,264.1,coconut,4.67
59.9,30.7,25.1,35.5,80.4,7.62,112.2,coconut,1.56
44.1,45.0,32.1,23.5,79.3,6.04,228.7,coconut,4.0
36.8,39.3,27.8,28.5,85.3,6.21,106.2,coconut,1.83
29.9,44.5,34.0,29.6,89.3,6.15,147.7,coconut,1.54
38.8,44.3,33.7,28.6,77.5,5.6,266.1,coconut,1.45
21.1,35.7,21.7,34.5,75.3,6.7,283.3,coconut,3.42
51.9,33.2,20.4,29.8,90.3,6.29,251.7,coconut,3.87
32.9,41.8,31.1,24.7,78.0,7.63,156.7,coconut,1.93
22.2,49.3,36.1,33.7,89.3,6.06,259.8,coconut,4.63
48.5,33.0,45.2,23.4,88.7,6.09,213.2,coconut,4.45
21.0,41.7,47.9,32.3,91.5,7.48,272.3,coconut,2.06
53.9,47.3,24.4,24.9,78.7,7.31,275.0,coconut,3.13
32.1,45.7,30.4,23.6,77.6,7.42,198.7,coconut,1.75
58.1,33.0,33.2,24.4,77.6,7.44,257.2,coconut,2.7
35.2,45.9,20.9,27.6,91.4,7.7,251.3,coconut,3.49
48.3,27.6,34.0,32.6,84.7,7.66,194.8,coconut,1.53
53.8,20.3,46.1,22.9,79.8,7.4,181.5,coconut,4.51
40.5,37.5,46.7,23.5,78.5,6.98,296.0,coconut,4.15
40.7,36.9,45.8,35.9,90.1,7.46,275.9,coconut,1.61
59.0,36.3,25.3,30.0,86.1,7.48,262.4,coconut,1.01
20.8,46.6,25.2,32.0,84.3,6.88,212.7,coconut,3.87
23.6,31.0,36.4,27.2,89.0,5.95,265.7,coconut,1.54
27.3,35.8,29.6,32.2,75.3,7.39,214.7,coconut,5.16
44.3,44.9,26.6,32.1,79.8,7.23,104.9,coconut,2.79
38.4,27.1,33.9,35.6,75.2,6.1,298.1,coconut,4.52
41.2,22.0,47.7,29.1,80.5,5.82,213.8,coconut,1.81
39.6,37.0,45.2,25.0,74.4,6.26,257.2,coconut,1.33
40.0,36.9,36.9,22.9,76.2,7.27,182.5,coconut,3.29
21.9,33.5,30.8,23.7,93.8,7.88,162.3,coconut,4.98
59.2,45.1,26.4,31.6,90.0,5.96,170.8,coconut,3.49
24.7,27.5,42.2,27.9,82.7,5.59,138.8,coconut,3.31
46.7,32.0,40.1,28.1,91.2,5.17,278.7,coconut,2.18
42.5,26.7,33.8,34.8,89.8,6.8,295.6,coconut,2.74
52.8,26.6,25.3,23.1,78.2,5.98,160.6,coconut,3.37
57.5,22.8,24.5,31.4,72.5,6.11,224.9,coconut,4.4
46.7,39.4,45.8,27.0,88.8,7.26,147.8,coconut,3.43
31.0,33.6,33.1,34.4,70.0,6.5,136.9,coconut,3.73
40.0,36.3,29.5,27.0,88.6,5.4,254.3,coconut,3.6
30.4,35.2,21.2,36.6,86.9,6.87,246.5,coconut,1.76
52.0,22.7,48.8,36.3,94.1,7.43,158.9,coconut,3.14
50.2,24.6,46.0,25.8,74.0,5.21,242.3,coconut,1.62
26.8,29.2,48.2,29.8,76.5,5.51,103.8,coconut,2.75
21.1,23.1,29.6,34.0,71.7,7.04,224.1,coconut,4.34
51.8,45.9,49.3,34.9,73.1,7.84,263.0,coconut,2.05
57.5,24.7,43.3,28.5,88.1,5.28,245.0,coconut,3.12
27.5,23.3,25.9,23.3,94.5,5.37,140.2,coconut,4.6
28.9,40.2,32.0,35.4,86.0,5.86,219.6,coconut,3.94
49.5,32.5,36.3,33.7,71.5,6.36,119.0,coconut,3.68
33.1,22.3,47.8,27.0,76.9,5.3,215.5,coconut,2.27
47.3,20.1,37.0,18.0,65.4,6.31,141.0,coffee,2.67
28.4,49.4,36.4,17.2,77.9,6.48,184.8,coffee,1.71
31.2,24.9,37.4,26.6,83.4,6.05,180.2,coffee,1.12
46.8,28.7,45.2,21.2,81.7,6.44,236.6,coffee,2.85
42.7,28.9,28.9,26.4,66.3,6.47,165.4,coffee,2.57
58.1,21.1,30.6,26.3,71.9,6.14,279.8,coffee,2.52
43.2,26.7,26.5,23.0,68.1,6.23,151.2,coffee,2.76
28.6,47.8,44.7,18.4,89.0,6.13,158.5,coffee,1.71
47.5,36.7,46.8,18.1,69.3,6.18,129.2,coffee,2.77
51.8,42.4,27.3,16.8,75.7,6.41,166.1,coffee,1.06
28.0,36.3,20.4,21.6,74.8,6.44,244.4,coffee,1.09
51.6,39.9,47.9,25.4,70.5,6.19,170.0,coffee,1.92
44.6,29.4,48.2,24.1,71.7,6.45,168.8,coffee,1.9
56.9,28.0,30.0,23.6,87.2,6.06,142.0,coffee,2.84
33.8,30.7,34.1,23.8,79.0,6.39,110.8,coffee,2.56
55.2,21.3,23.8,17.3,70.6,6.2,231.1,coffee,2.76
41.3,29.6,44.0,16.4,72.5,6.05,142.8,coffee,2.17
24.0,44.8,23.5,22.9,73.8,6.45,241.5,coffee,1.14
36.6,28.9,40.2,24.3,72.6,6.18,131.3,coffee,2.06
36.7,49.9,25.3,25.3,88.2,6.34,121.9,coffee,1.54
44.1,49.9,31.2,17.1,71.7,6.29,213.8,coffee,1.46
23.5,38.7,32.8,16.7,80.9,6.34,188.0,coffee,2.61
31.4,48.6,48.3,16.2,88.7,6.39,121.3,coffee,2.07
43.6,48.0,31.0,21.6,70.7,6.27,260.5,coffee,1.5
34.2,42.4,41.1,24.1,74.4,6.3,230.2,coffee,2.34
54.7,27.5,21.7,27.5,66.5,6.45,222.5,coffee,2.97
52.8,41.6,35.8,19.7,65.1,6.13,290.4,coffee,1.55
40.3,29.3,49.7,15.6,79.6,6.23,115.3,coffee,1.24
24.3,44.0,38.8,16.3,72.2,6.07,259.5,coffee,2.06
41.7,34.5,39.3,15.5,65.9,6.17,237.7,coffee,2.31
28.6,40.5,20.8,22.2,75.6,6.12,204.1,coffee,1.35
26.0,32.2,35.3,15.4,80.3,6.38,291.2,coffee,1.53
32.2,46.7,32.2,18.9,83.5,6.02,209.8,coffee,1.83
45.5,35.7,24.0,26.5,83.9,6.46,244.1,coffee,1.41
35.5,21.1,32.3,19.5,65.1,6.42,128.8,coffee,2.04
44.2,25.1,38.5,24.8,86.4,6.16,106.8,coffee,1.98
51.2,40.4,43.2,27.6,79.6,6.45,228.4,coffee,1.33
47.7,49.3,27.3,19.3,85.5,6.03,226.6,coffee,2.02
26.6,44.3,20.5,24.7,83.3,6.32,181.9,coffee,1.11
25.0,28.4,48.4,18.9,71.4,6.49,117.2,coffee,1.25
51.5,46.5,42.7,27.7,65.4,6.31,123.3,coffee,2.88
32.1,44.8,38.9,16.3,80.1,6.49,161.6,coffee,1.12
36.6,32.9,41.4,22.9,72.5,6.05,265.5,coffee,1.86
54.4,20.5,45.8,24.8,88.7,6.12,164.5,coffee,2.21
59.7,32.5,36.2,17.2,82.3,6.42,259.7,coffee,1.64
24.8,34.8,36.6,22.0,83.9,6.3,115.4,coffee,1.29
47.8,35.4,30.7,15.7,84.6,6.25,207.8,coffee,1.92
31.1,21.9,41.2,18.5,72.5,6.5,177.2,coffee,2.03
31.6,20.2,45.6,21.2,83.0,6.48,100.6,coffee,2.45
38.3,45.4,22.1,27.9,79.5,6.2,103.9,coffee,1.97
28.6,34.7,20.4,28.0,73.3,6.24,257.0,coffee,2.44
57.7,25.7,31.7,23.9,66.1,6.36,101.0,coffee,2.97
42.6,32.9,49.6,24.6,85.2,6.41,104.4,coffee,1.03
46.2,38.7,29.8,27.6,67.3,6.39,196.2,coffee,1.81
49.1,43.1,29.6,21.7,80.2,6.18,223.1,coffee,1.86
48.7,23.3,44.0,19.4,88.4,6.3,105.5,coffee,2.46
55.1,48.4,40.9,21.9,80.1,6.21,116.7,coffee,3.0
32.5,25.7,49.8,27.3,73.7,6.13,261.1,coffee,2.02
56.0,42.8,22.7,24.1,89.7,6.19,276.3,coffee,1.72
46.1,22.9,34.4,15.6,74.9,6.46,146.4,coffee,3.05
46.6,49.0,39.6,26.7,89.8,6.32,256.5,coffee,1.1
31.5,44.7,40.3,23.0,88.3,6.04,290.8,coffee,1.32
45.2,30.2,40.5,25.1,85.7,6.09,136.4,coffee,0.94
25.5,29.6,45.2,27.3,85.6,6.0,213.6,coffee,1.33
37.1,48.3,39.0,18.5,81.1,6.48,111.8,coffee,2.44
26.1,47.0,20.1,24.6,67.2,6.31,224.2,coffee,2.81
47.4,31.4,25.0,23.3,77.4,6.04,291.1,coffee,1.63
56.1,37.3,42.0,17.0,75.1,6.32,150.2,coffee,2.3
28.4,20.3,28.5,18.2,84.1,6.28,135.6,coffee,2.02
37.0,46.6,41.6,23.5,72.0,6.06,250.6,coffee,1.97
59.0,30.4,44.0,22.3,70.9,6.03,223.2,coffee,1.54
48.0,33.7,36.1,23.1,76.7,6.44,115.2,coffee,2.95
28.3,41.2,22.5,18.4,68.8,6.36,215.8,coffee,1.25
28.3,49.0,23.2,22.8,77.0,6.29,291.3,coffee,1.64
34.6,26.8,22.5,16.3,89.0,6.39,149.0,coffee,2.16
34.1,33.2,41.6,18.0,78.2,6.11,100.6,coffee,2.47
59.8,25.4,42.2,27.3,81.1,6.48,298.9,coffee,2.8
45.0,34.9,47.5,25.8,67.8,6.15,152.1,coffee,2.77
32.2,35.6,22.3,27.5,77.3,6.1,154.2,coffee,2.61
38.6,29.9,47.0,25.0,83.0,6.22,296.2,coffee,2.45
58.4,46.9,42.2,25.0,75.6,6.25,138.3,coffee,2.32
33.9,48.4,24.9,25.8,72.0,6.01,108.1,coffee,1.74
32.8,40.1,34.6,16.0,73.7,6.05,112.6,coffee,1.44
47.8,45.8,42.7,22.0,72.8,6.0,229.4,coffee,1.58
59.0,25.2,21.0,27.3,72.7,6.2,116.2,coffee,1.93
47.8,34.2,29.2,19.8,80.3,6.13,130.4,coffee,2.52
56.1,45.2,35.9,25.3,88.2,6.01,182.4,coffee,1.24
57.2,44.1,28.9,27.4,65.7,6.09,223.4,coffee,2.58
32.0,31.7,33.6,15.4,86.6,6.17,139.9,coffee,1.97
54.8,26.5,25.2,27.3,78.8,6.18,139.9,coffee,3.14
28.7,22.7,26.0,18.2,67.8,6.11,123.4,coffee,1.98
38.2,44.9,27.6,26.5,87.7,6.48,136.2,coffee,1.24
25.6,22.6,22.2,22.9,85.1,6.13,286.7,coffee,2.72
36.3,22.0,47.5,24.7,82.2,6.34,157.0,coffee,2.92
49.6,34.1,21.4,15.4,68.5,6.3,259.6,coffee,2.95
31.0,21.6,49.7,25.2,77.0,6.29,212.4,coffee,1.33
31.9,27.4,36.7,19.0,83.2,6.28,206.5,coffee,2.78
45.4,20.0,42.1,21.5,70.2,6.0,241.4,coffee,2.34
37.5,39.2,37.1,18.1,78.0,6.26,264.7,coffee,1.94
59.4,46.8,27.3,26.8,68.4,6.43,136.7,coffee,2.03
63.9,45.2,44.8,25.3,94.0,6.82,282.1,jute,3.3
70.6,30.1,46.0,24.9,82.8,7.22,176.0,jute,3.16
62.8,25.3,34.2,31.4,76.7,7.23,271.0,jute,2.13
98.4,21.3,58.5,27.4,88.3,6.26,272.6,jute,3.1
99.7,22.3,49.7,27.3,77.5,6.22,290.5,jute,3.11
99.4,44.2,39.3,29.7,89.5,7.01,219.5,jute,2.71
80.0,30.2,38.6,27.2,88.0,6.64,213.9,jute,2.2
69.0,32.2,35.7,32.4,83.7,6.62,281.3,jute,3.12
78.7,48.8,58.7,32.5,90.2,7.35,294.6,jute,1.94
88.1,37.8,42.4,28.0,91.1,6.98,180.1,jute,2.91
79.9,37.5,49.1,25.7,76.9,6.39,241.1,jute,3.43
89.8,29.9,33.4,34.7,85.0,6.15,230.2,jute,3.08
60.4,38.6,31.2,29.2,91.5,7.5,205.5,jute,2.08
71.1,46.8,51.3,28.9,90.2,6.51,228.3,jute,3.52
72.5,46.6,43.9,27.8,75.7,6.63,225.1,jute,2.57
74.8,39.3,56.7,31.8,87.9,7.23,174.8,jute,2.43
74.0,50.0,39.9,34.3,76.7,6.69,202.7,jute,2.14
86.1,34.7,55.3,34.9,84.6,7.47,160.8,jute,2.41
81.8,37.0,56.9,27.3,91.3,6.84,223.6,jute,2.5
75.5,42.9,44.3,25.8,90.2,7.0,292.4,jute,2.75
79.2,40.4,43.1,25.7,94.7,7.08,241.3,jute,2.8
65.1,29.8,33.7,25.5,75.4,7.13,184.1,jute,3.21
66.7,41.3,43.8,35.0,84.7,6.57,194.2,jute,3.29
93.1,25.8,49.3,29.4,77.1,6.19,192.2,jute,2.99
68.2,34.3,32.9,32.6,90.9,7.34,282.9,jute,2.51
95.9,24.4,31.8,27.8,90.2,7.04,298.1,jute,2.56
75.1,43.5,36.4,35.4,85.3,7.17,274.1,jute,2.67
74.6,44.3,54.7,30.8,79.4,7.46,292.0,jute,3.03
80.1,31.3,43.8,24.6,86.0,7.0,166.4,jute,2.46
91.7,49.6,37.6,34.1,78.4,6.2,259.4,jute,2.73
71.3,26.4,46.5,25.4,80.6,6.25,198.0,jute,3.03
84.5,37.5,46.1,29.8,88.3,7.28,174.3,jute,3.3
79.3,35.3,35.9,25.1,76.5,6.06,236.0,jute,2.31
96.0,28.8,34.9,28.9,92.6,6.6,166.3,jute,3.34
95.7,47.8,44.9,27.7,84.7,6.33,221.7,jute,2.22
93.7,22.6,36.3,30.4,80.2,6.02,263.2,jute,2.58
80.4,49.3,50.4,25.9,85.3,7.35,158.1,jute,2.89
88.2,24.5,57.2,27.9,76.0,6.12,218.6,jute,2.04
94.6,20.4,54.3,35.8,75.6,7.09,299.9,jute,3.2
95.4,41.2,38.8,26.7,85.3,6.56,199.4,jute,2.31
88.2,29.9,37.1,25.5,77.3,6.94,166.3,jute,3.41
61.0,45.7,41.0,28.1,77.4,6.99,203.8,jute,3.23
95.2,38.7,53.4,32.4,84.3,7.03,249.5,jute,2.12
70.5,36.3,33.3,24.3,75.3,6.24,153.0,jute,2.27
76.0,49.4,54.3,25.8,83.3,6.65,204.3,jute,2.7
85.6,30.7,51.2,27.5,91.7,7.45,194.2,jute,3.25
79.6,22.6,53.6,28.9,79.2,6.94,215.5,jute,2.22
69.8,35.3,50.0,25.4,89.8,6.97,224.1,jute,2.71
96.4,23.4,41.1,30.2,93.4,7.22,208.0,jute,3.33
70.8,38.3,40.7,31.5,83.2,7.19,293.1,jute,2.4
89.0,24.8,53.9,31.0,78.0,7.3,214.0,jute,2.2
91.4,48.1,41.3,24.9,77.0,6.98,205.6,jute,2.56
78.6,39.3,46.2,26.0,84.8,6.69,231.9,jute,2.2
81.2,28.3,48.9,28.5,79.4,6.98,209.1,jute,2.27
77.3,47.5,35.8,34.5,91.3,6.16,229.8,jute,3.22
75.6,48.3,51.0,35.6,91.9,7.23,258.8,jute,2.96
84.5,22.3,47.5,25.2,94.0,6.97,233.3,jute,2.28
73.7,40.3,48.1,30.0,80.1,6.79,219.3,jute,3.29
90.4,29.6,31.1,35.1,94.8,6.19,252.8,jute,2.66
99.9,48.0,59.5,25.7,84.8,7.34,251.3,jute,2.68
61.5,38.3,55.8,24.0,78.2,6.78,234.1,jute,2.54
89.7,27.3,49.3,30.7,83.6,6.89,254.3,jute,2.72
77.4,32.9,44.7,29.4,83.8,6.32,258.7,jute,2.25
85.0,21.5,49.8,28.3,93.6,7.4,276.9,jute,2.94
86.0,46.3,34.8,34.9,88.2,6.45,299.7,jute,3.0
60.2,36.6,51.4,24.2,90.3,6.98,191.2,jute,3.04
93.0,46.0,44.6,30.1,83.0,6.52,280.9,jute,2.43
72.0,39.7,54.4,26.0,80.1,6.16,174.0,jute,2.64
81.7,21.6,48.8,33.5,82.9,6.37,264.6,jute,1.96
92.2,46.6,32.7,25.3,92.5,6.71,208.9,jute,2.8
85.7,48.4,50.3,29.6,94.2,7.03,158.5,jute,3.04
72.3,38.5,36.5,24.5,87.4,6.43,229.9,jute,2.32
95.8,22.6,53.6,25.9,81.6,6.54,180.9,jute,2.12
91.7,49.9,58.0,29.2,77.7,6.02,229.7,jute,3.28
68.0,33.2,56.8,29.4,89.5,6.69,205.9,jute,2.64
90.2,33.0,38.0,25.7,75.0,6.17,174.7,jute,2.96
89.5,41.7,59.8,35.6,80.4,6.22,173.0,jute,3.44
73.6,35.9,48.4,31.1,90.7,6.86,277.7,jute,2.02
83.6,26.7,59.3,35.3,91.9,7.37,207.3,jute,2.39
95.0,44.8,59.4,34.2,87.6,6.21,174.7,jute,2.75
66.9,47.5,50.5,27.7,92.7,6.9,260.0,jute,2.6
60.5,36.1,52.8,35.6,92.8,6.13,297.1,jute,2.27
90.0,47.2,58.5,33.9,79.1,6.23,158.8,jute,3.0
64.4,33.9,47.0,32.7,83.3,6.48,249.9,jute,3.06
60.8,48.4,52.7,26.4,86.3,6.89,168.9,jute,2.42
80.3,25.7,53.9,29.6,87.8,6.45,158.7,jute,2.31
84.9,44.9,30.6,33.2,84.7,7.0,203.7,jute,2.92
61.8,44.0,33.7,24.2,93.2,6.4,237.4,jute,3.3
82.4,36.3,40.5,33.0,94.3,6.22,171.8,jute,3.01
91.8,24.2,31.2,32.4,94.9,6.14,279.7,jute,2.55
80.4,28.4,50.8,27.5,84.6,6.3,274.2,jute,3.41
78.0,49.5,34.3,33.7,86.3,7.32,193.9,jute,2.57
60.7,25.1,59.8,27.0,75.4,6.42,211.3,jute,2.75
91.6,44.8,36.4,33.6,82.2,6.63,290.5,jute,3.34
79.5,28.6,45.5,32.2,76.9,7.38,257.8,jute,1.96
89.7,29.4,45.6,34.3,94.4,6.42,247.6,jute,3.46
62.8,35.1,56.2,24.0,83.7,6.88,229.0,jute,3.02
91.4,28.5,54.7,29.0,75.9,7.45,267.1,jute,2.55
83.6,49.6,38.7,35.4,81.6,7.06,207.3,jute,2.07
66.6,48.3,33.1,27.2,93.4,6.99,178.4,jute,2.82
55.0,42.0,30.6,15.8,54.8,6.9,88.2,chickpea,1.65
24.8,74.9,21.6,22.5,38.4,6.99,65.6,chickpea,1.78
58.8,63.3,35.9,22.6,41.4,5.59,80.2,chickpea,2.14
29.2,69.3,23.0,23.3,55.9,6.03,48.1,chickpea,1.49
44.3,69.8,37.2,15.4,56.3,5.97,88.7,chickpea,1.13
41.9,53.1,39.4,16.3,26.8,6.47,66.0,chickpea,1.52
26.3,74.7,31.4,17.9,39.7,6.86,92.1,chickpea,1.13
26.1,48.4,37.3,25.7,24.1,6.81,81.0,chickpea,2.1
40.3,77.9,24.0,21.1,35.9,6.73,35.8,chickpea,1.63
32.5,49.6,25.3,23.6,34.3,6.1,68.2,chickpea,2.39
27.4,75.3,36.9,23.9,45.8,5.6,79.8,chickpea,1.82
20.4,49.2,32.1,16.3,52.8,6.73,52.3,chickpea,1.1
34.3,72.5,32.7,25.4,69.7,5.8,78.6,chickpea,1.85
33.0,53.7,33.5,22.4,35.9,5.68,70.5,chickpea,2.16
20.1,51.3,35.6,23.9,20.5,6.21,60.6,chickpea,1.93
34.9,53.5,20.6,15.7,66.6,6.96,30.4,chickpea,2.42
42.5,67.1,27.2,21.3,51.4,5.79,99.6,chickpea,1.3
57.8,57.2,28.0,18.3,21.3,5.9,57.5,chickpea,1.86
55.2,76.5,26.3,26.5,63.2,6.89,79.4,chickpea,1.37
56.3,60.3,37.8,23.6,30.6,6.08,97.7,chickpea,0.92
59.2,44.2,25.4,21.6,62.2,6.26,34.2,chickpea,1.19
32.9,48.8,36.8,15.3,61.5,6.88,74.1,chickpea,1.92
42.7,55.0,24.6,22.0,20.1,5.91,75.9,chickpea,1.69
20.1,50.8,31.0,21.4,26.6,6.42,99.9,chickpea,1.91
44.9,75.2,38.9,15.5,30.2,5.67,84.1,chickpea,1.1
20.8,64.1,25.5,20.6,42.1,6.62,64.8,chickpea,1.69
57.0,71.8,34.7,20.9,65.0,6.23,95.1,chickpea,2.18
21.9,69.6,33.7,22.2,68.8,6.32,54.4,chickpea,1.82
43.2,76.1,20.1,25.1,60.1,5.66,89.3,chickpea,2.28
29.8,51.5,32.2,18.0,36.3,6.9,81.1,chickpea,2.18
20.2,49.8,33.2,20.3,25.6,6.67,33.3,chickpea,1.87
45.4,52.6,20.5,25.7,66.5,6.22,31.4,chickpea,1.9
27.3,46.8,23.6,19.0,34.0,6.75,64.7,chickpea,1.67
55.0,42.2,24.8,22.5,55.1,6.7,58.7,chickpea,1.57
42.7,53.9,26.6,15.2,67.4,5.59,49.0,chickpea,2.51
43.1,66.4,21.9,24.7,32.5,6.93,46.2,chickpea,1.9
25.7,54.5,35.6,17.6,68.1,5.94,73.9,chickpea,1.91
46.2,69.7,32.4,21.7,50.3,6.1,35.0,chickpea,1.06
57.1,41.0,30.9,18.0,48.1,6.62,81.5,chickpea,2.05
22.9,60.4,25.2,26.1,59.1,5.66,47.0,chickpea,1.62
24.4,62.7,26.8,22.8,52.4,5.86,85.0,chickpea,1.09
28.5,63.6,26.9,22.3,33.4,6.35,30.6,chickpea,1.59
38.5,60.0,32.4,20.2,63.4,6.1,96.0,chickpea,2.28
34.6,67.1,35.1,17.2,32.1,5.72,83.2,chickpea,2.03
